ID,Title,URL,Raw Release Date,Releases Date
552,Nghị quyết 107/2023/QH15 về áp dụng thuế thu nhập doanh nghiệp bổ sung theo quy định chống xói mòn cơ sở thuế toàn cầu do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Doanh-nghiep/Nghi-quyet-107-2023-QH15-ap-dung-thue-thu-nhap-bo-sung-chong-xoi-mon-co-so-thue-toan-cau-578567.aspx,Ban hành: 29/11/2023,29/11/2023
553,Nghị quyết 106/2023/QH15 về thí điểm một số chính sách đặc thù về đầu tư xây dựng công trình đường bộ do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-106-2023-QH15-thi-diem-chinh-sach-dac-thu-ve-dau-tu-xay-dung-cong-trinh-duong-bo-591412.aspx,Ban hành: 28/11/2023,28/11/2023
554,Nghị quyết 201/NQ-CP năm 2023 hoàn thiện dự thảo Nghị quyết thí điểm chính sách đặc thù về đầu tư xây dựng công trình đường bộ do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-201-NQ-CP-2023-du-thao-Nghi-quyet-chinh-sach-dac-thu-dau-tu-cong-trinh-duong-bo-588354.aspx,Ban hành: 27/11/2023,27/11/2023
555,"Nghị quyết 202/NQ-CP năm 2023 trình Ủy ban Thường vụ Quốc hội dự thảo Nghị quyết của Ủy ban Thường vụ Quốc hội về mức thuế bảo vệ môi trường đối với xăng, dầu, mỡ nhờn do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Thue-Phi-Le-Phi/Nghi-quyet-202-NQ-CP-2023-trinh-du-thao-Nghi-quyet-muc-thue-bao-ve-moi-truong-xang-dau-mo-nhon-588363.aspx,Ban hành: 27/11/2023,27/11/2023
556,Nghị quyết 198/NQ-CP năm 2023 hoàn thiện dự thảo Nghị quyết thí điểm chính sách đặc thù về đầu tư xây dựng công trình đường bộ do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-198-NQ-CP-2023-du-thao-Nghi-quyet-chinh-sach-dau-tu-xay-dung-cong-trinh-duong-bo-588532.aspx,Ban hành: 23/11/2023,23/11/2023
557,"Nghị quyết 197/NQ-CP năm 2023 về gia nhập Công ước quốc tế về kiểm soát, quản lý nước dằn và cặn nước dằn của tàu năm 2004 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Giao-thong-Van-tai/Nghi-quyet-197-NQ-CP-2023-gia-nhap-Cong-uoc-quoc-te-quan-ly-nuoc-dan-va-can-nuoc-dan-tau-2004-587831.aspx,Ban hành: 23/11/2023,23/11/2023
558,"Nghị quyết 196/NQ-CP năm 2023 về nhập xã Thiệu Phú vào thị trấn Thiệu Hóa và thành lập thị trấn Hậu Hiền thuộc huyện Thiệu Hóa, tỉnh Thanh Hóa do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-196-NQ-CP-2023-nhap-xa-Thieu-Phu-vao-thi-tran-Thieu-Hoa-Thanh-Hoa-587545.aspx,Ban hành: 22/11/2023,22/11/2023
559,Nghị quyết 193/NQ-CP năm 2023 ký Nghị định thư sửa đổi Hiệp định về vận chuyển hàng không ký ngày ngày 08 tháng 3 năm 2009 giữa Việt Nam và Nhà nước Ca-ta do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Giao-thong-Van-tai/Nghi-quyet-193-NQ-CP-2023-ky-Nghi-dinh-thu-sua-doi-Hiep-dinh-van-chuyen-hang-khong-Ca-ta-587342.aspx,Ban hành: 20/11/2023,20/11/2023
560,"Nghị quyết 194/NQ-CP năm 2023 phê duyệt Phụ lục Hiệp định khung về Hợp tác Việt Nam - Cuba phát triển sản xuất lúa gạo tại Cuba, giai đoạn 2018-2022 giữa Việt Nam - Cuba do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-194-NQ-CP-2023-phe-duyet-Phu-luc-Hiep-dinh-khung-phat-trien-san-xuat-lua-gao-tai-Cuba-587345.aspx,Ban hành: 20/11/2023,20/11/2023
561,"Nghị quyết 195/NQ-CP năm 2023 về dừng chương trình tín dụng đối với học sinh, sinh viên có hoàn cảnh gia đình khó khăn để mua máy tính, thiết bị phục vụ học tập trực tuyến tại Quyết định 09/2022/QĐ-TTg do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tien-te-Ngan-hang/Nghi-quyet-195-NQ-CP-2023-dung-chuong-trinh-tin-dung-hoc-sinh-hoan-canh-kho-khan-mua-may-tinh-587346.aspx,Ban hành: 20/11/2023,20/11/2023
562,"Nghị quyết 192/NQ-CP năm 2023 về gia hạn thời gian thực hiện thí điểm dùng tài khoản viễn thông thanh toán cho các hàng hóa, dịch vụ có giá trị nhỏ do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Cong-nghe-thong-tin/Nghi-quyet-192-NQ-CP-2023-gia-han-thi-diem-dung-tai-khoan-vien-thong-thanh-toan-hang-hoa-gia-tri-nho-587314.aspx,Ban hành: 18/11/2023,18/11/2023
563,"Nghị quyết 190/NQ-CP năm 2023 về nguồn vốn ngân sách trung ương thực hiện Dự án thu hồi đất, bồi thường, hỗ trợ, tái định cư Cảng hàng không quốc tế Long Thành do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-190-NQ-CP-2023-nguon-von-trung-uong-thuc-hien-Du-an-thu-hoi-dat-Cang-Long-Thanh-587226.aspx,Ban hành: 17/11/2023,17/11/2023
564,Nghị quyết 189/NQ-CP năm 2023 về Chương trình hành động thực hiện Nghị quyết 36-NQ/TW về phát triển và ứng dụng công nghệ sinh học phục vụ phát triển bền vững đất nước trong tình hình mới do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Nghi-quyet-189-NQ-CP-2023-thuc-hien-Nghi-quyet-36-NQ-TW-ung-dung-cong-nghe-sinh-hoc-587024.aspx,Ban hành: 16/11/2023,16/11/2023
565,Nghị quyết 105/2023/QH15 về phân bổ ngân sách trung ương năm 2024 do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-105-2023-QH15-phan-bo-ngan-sach-trung-uong-2024-588704.aspx,Ban hành: 10/11/2023,10/11/2023
566,Nghị quyết 104/2023/QH15 về dự toán ngân sách nhà nước năm 2024 do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-104-2023-QH15-du-toan-ngan-sach-nha-nuoc-2024-588703.aspx,Ban hành: 10/11/2023,10/11/2023
567,Nghị quyết 103/2023/QH15 về Kế hoạch phát triển kinh tế - xã hội năm 2024 do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-quyet-103-2023-QH15-Ke-hoach-phat-trien-kinh-te-xa-hoi-nam-2024-587884.aspx,Ban hành: 09/11/2023,09/11/2023
568,Nghị quyết 185/NQ-CP về phiên họp Chính phủ thường kỳ tháng 10 năm 2023,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-185-NQ-CP-2023-phien-hop-Chinh-phu-thuong-ky-thang-10-586216.aspx,Ban hành: 07/11/2023,07/11/2023
569,"Nghị quyết 184/NQ-CP năm 2023 về giao kế hoạch vốn Chương trình phục hồi và phát triển kinh tế - xã hội; điều chỉnh, bổ sung kế hoạch đầu tư công trung hạn vốn ngân sách trung ương giai đoạn 2021-2025 của các bộ, cơ quan trung ương và địa phương do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-184-NQ-CP-2023-giao-ke-hoach-von-Chuong-trinh-phuc-hoi-va-phat-trien-kinh-te-xa-hoi-585341.aspx,Ban hành: 04/11/2023,04/11/2023
570,Nghị quyết 182/NQ-CP năm 2023 về dự án Nghị quyết về giảm thuế giá trị gia tăng do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Thue-Phi-Le-Phi/Nghi-quyet-182-NQ-CP-2023-du-an-Nghi-quyet-giam-thue-gia-tri-gia-tang-585033.aspx,Ban hành: 03/11/2023,03/11/2023
571,Nghị quyết 181/NQ-CP năm 2023 về điều chỉnh nhiệm vụ chi thực hiện chính sách cho vay ưu đãi thông qua Ngân hàng Chính sách xã hội theo Nghị quyết 11/NQ-CP do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Lao-dong-Tien-luong/Nghi-quyet-181-NQ-CP-2023-dieu-chinh-nhiem-vu-chi-cho-vay-uu-dai-qua-Ngan-hang-Chinh-sach-xa-hoi-585032.aspx,Ban hành: 02/11/2023,02/11/2023
572,Nghị quyết 179/NQ-CP năm 2023 đề nghị xây dựng dự án Nghị quyết về giảm thuế giá trị gia tăng do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Thue-Phi-Le-Phi/Nghi-quyet-179-NQ-CP-2023-de-nghi-xay-dung-du-an-Nghi-quyet-ve-giam-thue-gia-tri-gia-tang-584871.aspx,Ban hành: 01/11/2023,01/11/2023
573,"Nghị quyết 180/NQ-CP năm 2023 về đàm phán, ký Hiệp định cho phép thân nhân của thành viên cơ quan đại diện ngoại giao, cơ quan lãnh sự làm việc có thu nhập giữa Việt Nam và Ấn Độ do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-180-NQ-CP-2023-ky-Hiep-dinh-than-nhan-dai-dien-ngoai-giao-lam-viec-co-thu-nhap-An-Do-584869.aspx,Ban hành: 01/11/2023,01/11/2023
574,"Nghị quyết 178/NQ-CP năm 2023 Chương trình hành động thực hiện Kết luận 49-KL/TW về định hướng phát triển giao thông vận tải đường sắt Việt Nam đến năm 2030, tầm nhìn đến năm 2045 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Giao-thong-Van-tai/Nghi-quyet-178-NQ-CP-2023-thuc-hien-Ket-luan-49-KL-TW-phat-trien-giao-thong-van-tai-duong-sat-584453.aspx,Ban hành: 31/10/2023,31/10/2023
575,"Nghị quyết 177/NQ-CP năm 2023 đàm phán, ký Hiệp định về miễn thị thực cho người mang hộ chiếu ngoại giao, hộ chiếu công vụ, hộ chiếu phổ thông giữa Việt Nam - Mông Cổ do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-177-NQ-CP-2023-ky-Hiep-dinh-mien-thi-thuc-ho-chieu-ngoai-giao-Mong-Co-584371.aspx,Ban hành: 30/10/2023,30/10/2023
576,"Nghị quyết 176/NQ-CP năm 2023 sửa đổi Nghị quyết 103/NQ-CP về Chương trình hành động thực hiện Kết luận 67-KL/TW về xây dựng và phát triển Thành phố Buôn Ma Thuột đến năm 2030, tầm nhìn đến năm 2045 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Xay-dung-Do-thi/Nghi-quyet-176-NQ-CP-2023-sua-doi-Nghi-quyet-103-NQ-CP-phat-trien-Buon-Ma-Thuot-584355.aspx,Ban hành: 30/10/2023,30/10/2023
577,Nghị quyết 175/NQ-CP năm 2023 phê duyệt Đề án Trung tâm dữ liệu quốc gia do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Cong-nghe-thong-tin/Nghi-quyet-175-NQ-CP-2023-phe-duyet-De-an-Trung-tam-du-lieu-quoc-gia-584234.aspx,Ban hành: 30/10/2023,30/10/2023
578,"Nghị quyết 174/NQ-CP năm 2023 bãi bỏ Nghị quyết phòng, chống dịch COVID-19 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-quyet-174-NQ-CP-2023-bai-bo-Nghi-quyet-phong-chong-dich-COVID19-584127.aspx,Ban hành: 28/10/2023,28/10/2023
579,"Nghị quyết 173/NQ-CP về phân bổ, điều chỉnh kế hoạch đầu tư vốn ngân sách trung ương năm 2023 giữa các bộ, cơ quan trung ương và địa phương do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-173-NQ-CP-2023-dieu-chinh-ke-hoach-dau-tu-von-ngan-sach-trung-uong-giua-cac-bo-584357.aspx,Ban hành: 27/10/2023,27/10/2023
580,Nghị quyết 171/NQ-CP năm 2023 ký Thỏa thuận về hợp tác giáo dục giữa Việt Nam - Palestine giai đoạn 2023-2028 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Giao-duc/Nghi-quyet-171-NQ-CP-2023-ky-Thoa-thuan-ve-hop-tac-giao-duc-Palestine-giai-doan-2023-2028-583776.aspx,Ban hành: 25/10/2023,25/10/2023
581,Nghị quyết 170/NQ-CP về điều chỉnh dự toán vốn vay lại năm 2023 của các địa phương do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-170-NQ-CP-2023-dieu-chinh-du-toan-von-vay-lai-cua-cac-dia-phuong-582764.aspx,Ban hành: 18/10/2023,18/10/2023
582,"Nghị quyết 38/2023/UBTVQH15 về điều chỉnh Chương trình xây dựng luật, pháp lệnh năm 2023 do Ủy ban Thường vụ Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-38-2023-UBTVQH15-dieu-chinh-Chuong-trinh-xay-dung-luat-phap-lenh-583561.aspx,Ban hành: 16/10/2023,16/10/2023
583,"Nghị quyết 169/NQ-CP năm 2023 về kinh phí chi trả tiền thưởng Giải thưởng Hồ Chí Minh, Giải thưởng Nhà nước về văn học, nghệ thuật do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-169-NQ-CP-2023-kinh-phi-chi-tra-tien-thuong-Giai-thuong-Ho-Chi-Minh-582471.aspx,Ban hành: 14/10/2023,14/10/2023
584,"Nghị quyết 168/NQ-CP năm 2023 về Chiến lược quốc gia phòng, chống tham nhũng, tiêu cực đến năm 2030 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-168-NQ-CP-2023-Chien-luoc-quoc-gia-phong-chong-tham-nhung-tieu-cuc-den-2030-582068.aspx,Ban hành: 11/10/2023,11/10/2023
585,Nghị quyết liên tịch 01/2023/NQLT-CP-ĐCTUBTƯMTTQVN về công tác phối hợp giữa Chính phủ với Đoàn Chủ tịch Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-lien-tich-01-2023-NQLT-CP-DCTUBTUMTTQVN-cong-tac-phoi-hop-Chinh-phu-Mat-tran-To-quoc-586487.aspx,Ban hành: 10/10/2023,10/10/2023
586,Nghị quyết 167/NQ-CP năm 2023 sửa đổi điểm b khoản 1 Điều 4 Nghị quyết 119/NQ-CP về chuyển giao Khu Công nghệ cao Hòa Lạc thuộc quyền quản lý của Bộ Khoa học và Công nghệ về Ủy ban nhân dân Thành phố Hà Nội quản lý do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-167-NQ-CP-2023-sua-doi-Nghi-quyet-119-NQ-CP-chuyen-Khu-Cong-nghe-cao-Hoa-Lac-ve-Uy-ban-Ha-Noi-quan-ly-581799.aspx,Ban hành: 09/10/2023,09/10/2023
587,Nghị quyết 165/NQ-CP Phiên họp chuyên đề về xây dựng pháp luật tháng 9 năm 2023 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-165-NQ-CP-2023-Phien-hop-chuyen-de-ve-xay-dung-phap-luat-thang-9-581560.aspx,Ban hành: 06/10/2023,06/10/2023
588,Nghị quyết 164/NQ-CP về Phiên họp Chính phủ thường kỳ tháng 9 năm 2023 và Hội nghị trực tuyến Chính phủ với địa phương,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-164-NQ-CP-2023-Phien-hop-Chinh-phu-thuong-ky-thang-9-581430.aspx,Ban hành: 04/10/2023,04/10/2023
589,"Nghị quyết 162/NQ-CP năm 2023 Chương trình hành động thực hiện Nghị quyết 39-NQ/TW về xây dựng và phát triển tỉnh Nghệ An đến năm 2030, tầm nhìn đến năm 2045 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-162-NQ-CP-2023-thuc-hien-Nghi-quyet-39-NQ-TW-xay-dung-va-phat-trien-Nghe-An-581416.aspx,Ban hành: 04/10/2023,04/10/2023
590,"Nghị quyết 149/NQ-CP năm 2023 Chương trình hành động thực hiện Chỉ thị 23-CT/TW về tăng cường sự lãnh đạo của Đảng đối với công tác bảo đảm trật tự, an toàn giao thông trong tình hình mới do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Giao-thong-Van-tai/Nghi-quyet-149-NQ-CP-2023-Chuong-trinh-thuc-hien-Chi-thi-23-CT-TW-an-toan-giao-thong-580128.aspx,Ban hành: 21/09/2023,21/09/2023
591,Nghị quyết 148/NQ-CP năm 2023 tiếp tục triển khai thi hành Nghị quyết 42/2017/QH14 về thí điểm xử lý nợ xấu của các tổ chức tín dụng do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Tien-te-Ngan-hang/Nghi-quyet-148-NQ-CP-2023-tiep-tuc-trien-khai-thi-hanh-Nghi-quyet-42-2017-QH14-579993.aspx,Ban hành: 20/09/2023,20/09/2023
592,"Nghị quyết 686/NQ-UBTVQH15 năm 2023 giám sát chuyên đề về thực hiện Nghị quyết 88/2014/QH13 và 51/2017/QH14 về đổi mới chương trình, sách giáo khoa giáo dục phổ thông do Ủy ban Thường vụ Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-686-NQ-UBTVQH15-2023-giam-sat-chuyen-de-thuc-hien-Nghi-quyet-88-2014-QH13-580073.aspx,Ban hành: 18/09/2023,18/09/2023
593,Nghị quyết 144/NQ-CP về phiên họp Chính phủ thường kỳ tháng 8 năm 2023,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-144-NQ-CP-2023-phien-hop-Chinh-phu-thuong-ky-thang-8-578914.aspx,Ban hành: 10/09/2023,10/09/2023
594,Nghị quyết 37/2023/UBTVQH15 quy định về cơ quan thanh tra được trích một phần từ các khoản tiền thu hồi phát hiện qua thanh tra sau khi nộp vào ngân sách nhà nước do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-37-2023-UBTVQH15-co-quan-thanh-tra-duoc-trich-mot-phan-sau-khi-nop-vao-ngan-sach-580062.aspx,Ban hành: 06/09/2023,06/09/2023
595,"Nghị quyết 139/NQ-CP năm 2023 về giải pháp tháo gỡ khó khăn, vướng mắc trong công tác chuyển mục đích sử dụng rừng sang mục đích khác để thực hiện các dự án cấp thiết phục vụ phát triển kinh tế - xã hội, quốc phòng, an ninh do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-139-NQ-CP-2023-giai-phap-thao-go-kho-khan-vuong-mac-chuyen-muc-dich-su-dung-rung-577657.aspx,Ban hành: 31/08/2023,31/08/2023
596,Nghị quyết 853/NQ-UBTVQH15 năm 2023 về hoạt động chất vấn tại Phiên họp thứ 25 của Ủy ban Thường vụ Quốc hội khóa XV,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-853-NQ-UBTVQH15-2023-hoat-dong-chat-van-tai-Phien-hop-thu-25-khoa-XV-579196.aspx,Ban hành: 30/08/2023,30/08/2023
597,Nghị quyết 135/NQ-CP Phiên họp chuyên đề về xây dựng pháp luật tháng 8 năm 2023 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-135-NQ-CP-2023-chuyen-de-xay-dung-phap-luat-thang-8-577472.aspx,Ban hành: 30/08/2023,30/08/2023
598,"Nghị quyết 129/NQ-CP năm 2023 về điều chuyển thuốc, vật tư, sinh phẩm đã mua từ nguồn ngân sách Nhà nước cho phòng, chống dịch COVID-19 sang nguồn thu dịch vụ khám bệnh, chữa bệnh do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/The-thao-Y-te/Nghi-quyet-129-NQ-CP-2023-dieu-chuyen-thuoc-da-mua-sang-nguon-thu-dich-vu-kham-chua-benh-576165.aspx,Ban hành: 18/08/2023,18/08/2023
599,"Nghị quyết 126/NQ-CP năm 2023 về giải pháp nâng cao chất lượng công tác xây dựng, hoàn thiện hệ thống pháp luật và tổ chức thi hành pháp luật nhằm ngăn ngừa tình trạng tham nhũng, lợi ích nhóm, lợi ích cục bộ do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-126-NQ-CP-2023-hoan-thien-he-thong-phap-luat-ngan-ngua-tinh-trang-tham-nhung-575625.aspx,Ban hành: 14/08/2023,14/08/2023
600,"Nghị quyết 128/NQ-CP năm 2023 sửa đổi Nghị quyết 32/NQ-CP về miễn thị thực cho công dân các nước: Đức, Pháp, I-ta-li-a, Tây Ban Nha, Anh và Bắc Ai-len, Nga, Nhật Bản, Đại Hàn Dân Quốc, Đan Mạch, Thụy Điển, Na-uy, Phần Lan và Bê-la-rút do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Quyen-dan-su/Nghi-quyet-128-NQ-CP-2023-sua-doi-Nghi-quyet-32-NQ-CP-mien-thi-thuc-cho-cong-dan-Duc-Phap-575680.aspx,Ban hành: 14/08/2023,14/08/2023
601,"Nghị quyết 127/NQ-CP năm 2023 về áp dụng cấp thị thực điện tử cho công dân các nước, vùng lãnh thổ; các cửa khẩu quốc tế cho phép người nước ngoài nhập cảnh, xuất cảnh bằng thị thực điện tử do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Cong-nghe-thong-tin/Nghi-quyet-127-NQ-CP-2023-ap-dung-cap-thi-thuc-dien-tu-cho-cong-dan-cac-nuoc-vung-lanh-tho-575687.aspx,Ban hành: 14/08/2023,14/08/2023
602,Nghị quyết 124/NQ-CP về phiên họp Chính phủ thường kỳ tháng 7 năm 2023,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-124-NQ-CP-2023-phien-hop-Chinh-phu-thuong-ky-thang-7-575357.aspx,Ban hành: 07/08/2023,07/08/2023
603,Nghị quyết 119/NQ-CP năm 2023 về chuyển giao Khu Công nghệ cao Hòa Lạc thuộc quyền quản lý của Bộ Khoa học và Công nghệ về Ủy ban nhân dân thành phố Hà Nội quản lý do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-119-NQ-CP-2023-chuyen-giao-Khu-Cong-nghe-cao-Hoa-Lac-ve-Uy-ban-Ha-Noi-quan-ly-574359.aspx,Ban hành: 01/08/2023,01/08/2023
604,"Nghị quyết 117/NQ-CP năm 2023 về Kế hoạch thực hiện sắp xếp đơn vị hành chính cấp huyện, cấp xã giai đoạn 2023-2025 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-117-NQ-CP-2023-Ke-hoach-sap-xep-don-vi-hanh-chinh-cap-huyen-cap-xa-2023-2025-560389.aspx,Ban hành: 30/07/2023,30/07/2023
605,Nghị quyết 115/NQ-CP phiên họp chuyên đề về xây dựng pháp luật tháng 7 năm 2023 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-115-NQ-CP-2023-phien-hop-chuyen-de-ve-xay-dung-phap-luat-thang-7-574146.aspx,Ban hành: 28/07/2023,28/07/2023
606,Nghị quyết 114/NQ-CP phiên họp Chính phủ tháng 7 năm 2023 về dự án Luật Bảo hiểm xã hội (sửa đổi),https://thuvienphapluat.vn/van-ban/Bao-hiem/Nghi-quyet-114-NQ-CP-2023-phien-hop-thang-7-ve-du-an-Luat-Bao-hiem-xa-hoi-sua-doi-573987.aspx,Ban hành: 28/07/2023,28/07/2023
607,"Nghị quyết 112/NQ-CP năm 2023 về kéo dài thời gian thực hiện thí điểm Đội Quản lý trật tự xây dựng đô thị trực thuộc Ủy ban nhân dân quận, huyện, thị xã tại thành phố Hà Nội do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-112-NQ-CP-2023-keo-dai-thoi-gian-thi-diem-Doi-Quan-ly-trat-tu-xay-dung-do-thi-573912.aspx,Ban hành: 26/07/2023,26/07/2023
608,"Nghị quyết 111/NQ-CP năm 2023 về kết quả thực hiện Nghị quyết 134/2020/QH14 về tiếp tục thực hiện các Nghị quyết về giám sát chuyên đề, chất vấn trong nhiệm kỳ khóa XIV và Nghị quyết trong nhiệm kỳ khóa XIII và Nghị quyết 41/2021/QH15 về hoạt động chất vấn tại kỳ họp thứ 2, Quốc hội khóa XV trong lĩnh vực kế hoạch và đầu tư do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-111-NQ-CP-2023-ket-qua-thuc-hien-Nghi-quyet-134-2020-QH14-573538.aspx,Ban hành: 24/07/2023,24/07/2023
609,"Nghị quyết 108/NQ-CP năm 2023 huy động nguồn vốn vay ODA, vay ưu đãi nước ngoài và tỷ lệ vay lại vốn vay nước ngoài của các dự án vùng Đồng bằng sông Cửu Long theo Nghị quyết 120/NQ-CP về phát triển bền vững vùng đồng bằng sông Cửu Long thích ứng với biến đổi khí hậu do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-108-NQ-CP-2023-huy-dong-nguon-von-vay-ODA-du-an-vung-Dong-bang-song-Cuu-Long-623485.aspx,Ban hành: 18/07/2023,18/07/2023
610,"Nghị quyết 107/NQ-CP năm 2023 phê duyệt kết quả pháp điển hệ thống quy phạm pháp luật đối với các chủ đề: An ninh quốc gia; Dân số, trẻ em, gia đình, bình đẳng giới; Thuế, phí, lệ phí và các khoản thu khác; Tổ chức bộ máy Nhà nước; Trật tự, an toàn xã hội và 08 đề mục do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-107-NQ-CP-2023-ket-qua-phap-dien-he-thong-quy-pham-An-ninh-quoc-gia-Dan-so-tre-em-572854.aspx,Ban hành: 18/07/2023,18/07/2023
611,Nghị quyết 106/NQ-CP năm 2023 về phát triển hợp tác xã nông nghiệp trong tái cơ cấu ngành nông nghiệp và xây dựng nông thôn mới do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Doanh-nghiep/Nghi-quyet-106-NQ-CP-2023-phat-trien-hop-tac-xa-nong-nghiep-tai-co-cau-nganh-nong-nghiep-572853.aspx,Ban hành: 18/07/2023,18/07/2023
612,"Nghị quyết 105/NQ-CP năm 2023 về các nhiệm vụ, giải pháp tháo gỡ khó khăn cho sản xuất kinh doanh, tiếp tục đẩy mạnh cải cách thủ tục hành chính, siết chặt kỷ luật, kỷ cương do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-105-NQ-CP-2023-nhiem-vu-giai-phap-thao-go-kho-khan-cho-san-xuat-kinh-doanh-572934.aspx,Ban hành: 15/07/2023,15/07/2023
613,"Nghị quyết 35/2023/UBTVQH15 về sắp xếp đơn vị hành chính cấp huyện, cấp xã giai đoạn 2023-2030 do Ủy ban Thường vụ Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-35-2023-UBTVQH15-sap-xep-don-vi-hanh-chinh-cap-huyen-cap-xa-2023-2030-573179.aspx,Ban hành: 12/07/2023,12/07/2023
